"name","address","phone","website","profileUrl","isPremiumMember"
"M + R Metzger &amp; Richner","Bleichestrasse 3 , P.O.Box 357, Basel-Stadt - Bale-Ville, 4021","","","https://www.freightnet.com/profile/16718.htm","No"
