"name","address","phone","website","profileUrl","isPremiumMember"
"TRADE KEY PLUS S.R.L.","021857, Sector 2, LT. Victor Manu 36, Block C2, Scale B, ap.7, Bucharest	 , Bucharest, Romania, 021857","","","https://www.freightnet.com/profile/223314.htm","No"
