"name","address","phone","website","profileUrl","isPremiumMember"
"Shipconfirm co.,ltd","88/21 Moo.4  , Bangpu-mai, samutprakarn, 10280","","","https://www.freightnet.com/profile/248043.htm","No"
"seafco","144 phrayasuren rd. bangchan klongsamwha bkk 10510 , bangkok, thailand, 10510","","","https://www.freightnet.com/profile/88448.htm","No"
