"name","address","phone","website","profileUrl","isPremiumMember"
"Ukrainian Danube Shipping Company","2 Krasnoflotskaya Str , Izmail, Izmail, Odessa Region, 68600","","","https://www.freightnet.com/profile/19178.htm","No"
